-1817534.5855998208,-1817340.8489849225,-1817012.4094493135,-1816686.742502427,-1816276.8187858446,-1815753.256340976,-1815633.9375467415,-1815612.8733543179,-1815410.8189732523,-1815228.1727132427,-1814878.6689852101,-1814663.8681778873
-1813440.58642511,-1812128.3494655392,-1808898.2893665421,-1803548.756412563,-1796507.8310353828,-1792910.2453816575,-1791982.304397651,-1791155.3906041775,-1790563.090404593,-1790262.241867703,-1789088.8667119257,-1788660.7862801454
-1806850.424334177,-1802068.5080582895,-1792541.026346237,-1782767.2637220663,-1770281.0161914858,-1757838.148451611,-1755161.6097194126,-1752163.3906255816,-1749349.7810494613,-1747965.089526927,-1745936.9398019505,-1744828.27840631
-1799333.4377765916,-1788117.9732632516,-1770560.4933496197,-1753708.7800660294,-1730082.0628061132,-1703374.9304195503,-1696273.8922401527,-1689914.9341211943,-1683912.0065365627,-1679568.0470508125,-1675061.6213478048,-1673389.9068226665
-1787504.436573414,-1770355.5915611808,-1748762.4717245083,-1722644.095027112,-1677433.15266003,-1626887.85175829,-1615034.623857255,-1604132.5593487064,-1595475.9481841729,-1589347.2124083382,-1583111.2898918604,-1580100.7290372832
-1768882.2372693876,-1742069.4767343726,-1714194.0122247874,-1675056.8707525835,-1586005.7545274901,-1475794.7620699662,-1454901.818364837,-1437268.3393778224,-1424467.1854083855,-1416989.6668749023,-1412789.402518547,-1410029.6861246813
-1752179.9592509926,-1716576.9263294355,-1678013.890932293,-1616706.2714754713,-1462246.9497426979,-1259609.8944956828,-1223353.8557855275,-1200131.8764092068,-1180523.908511789,-1166735.5474964753,-1160774.073854174,-1157592.803834823
-1732336.036786379,-1685364.544827071,-1630726.6684543078,-1527887.9483867974,-1273097.2947461298,-952894.6745431387,-880815.533540737,-838973.3702762144,-815577.0249967249,-799962.2013813145,-791698.2039585115,-788628.5119305678
-1702506.7281445062,-1626807.1179131444,-1524276.5303617176,-1355380.6093183693,-1010206.1379244799,-556635.9340902974,-467348.93596734246,-415655.5873015813,-390350.71827768174,-376434.89299979614,-369633.75913776405,-365414.39384668577
-1635198.422049489,-1509130.9645063393,-1367670.378217584,-1162838.2636194446,-775712.4415533644,-255799.18925328655,-203660.1703428416,-187133.4564006902,-181932.81124616365,-180268.79220279827,-179836.93489291825,-178349.5000386308
-1541170.552239713,-1381970.229694027,-1213710.5882648348,-1000723.3938745544,-606725.5567244674,-96327.39797998402,-102417.94341119651,-103673.9261023711,-104300.5311535973,-105191.91842779738,-105652.16815568919,-106163.7107749424
