-339840.50215342856,-339593.4119102896,-339610.04744262306,-339559.3315146014,-339567.6492807681,-339567.6492807681,-339567.6492807681,-339582.89851874043,-339595.3751679905,-339596.76146235166,-339596.76146235166,-339598.14775671274
-338490.0259150863,-333442.6824713044,-336145.176642064,-336490.0035188678,-335914.3830980121,-334937.7563506076,-333419.97265767766,-332082.81980893237,-331929.28573050624,-331943.1486741174,-331943.1486741174,-331944.53496847855
-334736.2684827167,-313540.11515455635,-318772.09224035445,-316760.9658151065,-313401.29691162036,-309717.5423139648,-305337.7103979962,-301606.9645922946,-297802.46857137623,-295941.34861225175,-295689.9645975259,-295691.350891887
-329453.8172120856,-281540.7594552532,-289888.1198261546,-287026.7665568444,-281755.67326879274,-276470.3951019987,-270898.3115514833,-264784.70379925746,-258941.01194486907,-252699.69388824937,-249949.8538527405,-249275.9345836787
-324562.4585003208,-242721.59628523252,-252418.38006006993,-245388.32419492066,-237509.59431548728,-227072.30352478256,-217436.17180975844,-209980.82499966613,-203039.92144898284,-195465.2795798415,-190913.08350238943,-186978.9128447181
-316841.12445710937,-195101.87970480302,-205508.11312169913,-196502.38384721125,-187761.49002847954,-179183.63255327567,-172215.12218041669,-167696.32306974832,-163245.76748083573,-157717.1622748622,-152344.81157791297,-148370.30349526557
-287142.2771224832,-119718.7787508849,-134262.5681187798,-128304.52929735699,-125912.62659711935,-125743.80264742042,-124788.71059021477,-123952.94523897195,-122386.79771777499,-119574.49170563628,-117637.12555665015,-116490.22488223789
-225293.9348832435,-29062.212441251555,-63947.60287474379,-74068.93800528011,-82645.94121752885,-88983.9441480655,-93374.33838973215,-96492.11440789081,-98514.7178807647,-99053.98638724032,-99080.3259801016,-99087.2574519072
-223489.24617809753,-35897.96986608124,-70560.22697728567,-81029.52199246305,-89587.11708365614,-95518.93576638462,-99260.54424704718,-102175.92128848235,-103922.65218349341,-104464.6932786913,-104521.53134749719,-104547.87094035847
-220998.52881082497,-42722.77182452551,-76740.32723915811,-86928.20449902819,-95183.58741949715,-100968.45889994687,-104305.26942716248,-106384.7109688423,-107514.54087315504,-107970.63171796345,-108020.53831496376,-108020.53831496376
-217119.29088479452,-49183.69021783857,-82178.76001783146,-91985.40632839357,-99673.79485516448,-104829.2886956658,-107497.90534082157,-109051.94131963697,-110052.84584836556,-110432.69050331239,-110511.70928189621,-110511.70928189621
